date,P1Name,P2Name,P1WinProb,P2WinProb
2018-06-11,Coco Vandeweghe,Aliaksandra Sasnovich,0.67824,0.32176000000000005
2018-11-17,Alexander Zverev,Roger Federer,0.32721,0.67279
2018-03-23,Elina Svitolina,Naomi Osaka,0.52801,0.47199
2018-08-30,Dominika Cibulkova,Su Wei Hsieh,0.79223,0.20777
2018-10-03,Dominika Cibulkova,Sloane Stephens,0.53084,0.46916
2018-09-24,Ashleigh Barty,Johanna Konta,0.536715,0.46328499999999995
2018-06-10,Rafael Nadal,Dominic Thiem,0.63767,0.36233000000000004
2018-05-08,Carla Suarez Navarro,Elina Svitolina,0.40044500000000005,0.599555
2018-11-03,Qiang Wang,Garbine Muguruza,0.5802700000000001,0.41972999999999994
2018-08-18,Roger Federer,Stan Wawrinka,0.62071,0.37929
2018-01-05,Elina Svitolina,Karolina Pliskova,0.468035,0.531965
2018-04-27,Pablo Carreno Busta,Grigor Dimitrov,0.08836,0.91164
2018-09-20,Donna Vekic,Johanna Konta,0.516265,0.483735
2018-03-13,Juan Martin Del Potro,David Ferrer,0.602225,0.397775
2018-03-01,Juan Martin Del Potro,David Ferrer,0.602225,0.397775
2018-08-07,Johanna Konta,Jelena Ostapenko,0.475765,0.524235
2018-03-04,Juan Martin Del Potro,Kevin Anderson,0.57386,0.42613999999999996
2018-08-27,Stan Wawrinka,Grigor Dimitrov,0.556655,0.443345
2018-10-31,Dominic Thiem,Gilles Simon,0.57301,0.42699
2018-10-04,Aryna Sabalenka,Caroline Garcia,0.5308550000000001,0.4691449999999999
2018-01-06,Nick Kyrgios,Grigor Dimitrov,0.32827,0.6717299999999999
2018-04-16,Kei Nishikori,Tomas Berdych,0.57143,0.42857
2018-03-17,Juan Martin Del Potro,Milos Raonic,0.57762,0.42238
2018-02-23,Tomas Berdych,Damir Dzumhur,0.829345,0.170655
2018-10-30,Elise Mertens,Anett Kontaveit,0.469275,0.530725
2018-06-24,Marin Cilic,Novak Djokovic,0.18294,0.81706
2018-08-10,Simona Halep,Venus Williams,0.651965,0.348035
2018-01-20,Tomas Berdych,Juan Martin Del Potro,0.459345,0.540655
2018-01-30,Dominika Cibulkova,Sorana Cirstea,0.5576749999999999,0.4423250000000001
2018-04-06,Anastasija Sevastova,Karolina Pliskova,0.6295949999999999,0.3704050000000001
2018-03-13,Carla Suarez Navarro,Elina Svitolina,0.40044500000000005,0.599555
2018-10-30,Daria Kasatkina,Qiang Wang,0.51171,0.48829
2018-11-16,Alexander Zverev,John Isner,0.6405350000000001,0.3594649999999999
2018-01-16,Agnieszka Radwanska,Karolina Pliskova,0.737575,0.262425
2018-10-30,Aryna Sabalenka,Ashleigh Barty,0.578325,0.421675
2018-04-08,Julia Goerges,Anastasija Sevastova,0.49941499999999994,0.5005850000000001
